# Example data for the SSA Toolbox, generated from Matlab using the command
#   [ X, A ] = ssa_toydata(10, 2, 2); 
# The data consists of 10 epochs of 500 samples each, two stationary and 
# two non-stationary sources. The same data is contained in the Matlab file
# ssa_example.mat, where you can also find the true mixing matrix A. 
-0.26239,-0.13891,-2.2885,-1.3727
-0.38614,-0.97076,0.062172,-0.12259
-0.63681,1.2273,1.1493,1.5234
-0.10426,0.49253,0.82905,-1.0898
-0.14864,0.032463,3.2226,1.3688
0.82981,0.30588,-0.42781,0.099406
-0.13505,-0.71174,-2.5583,-0.54006
-0.57716,0.83938,2.3042,0.41837
0.86961,-0.35444,1.3783,-0.11532
0.66961,-0.19721,-1.1306,-0.5686
-0.12453,-0.58461,0.64755,0.83418
-0.81684,0.94472,1.156,1.3159
-0.24114,-0.2929,0.81166,0.020625
-0.084572,-0.77225,1.3583,1.4787
0.14972,-1.2425,0.31193,-0.2104
-0.14164,1.0814,-0.4526,-0.49397
0.24048,-0.97931,0.41242,-0.4767
0.21254,-0.32799,-1.0702,0.21274
-0.67828,-0.59976,2.6504,1.0612
-0.51411,0.12431,0.27416,0.9924
-0.40193,-2.7084,2.4165,0.46768
-0.27541,-0.80113,-0.64136,1.6937
-0.17386,-1.1981,-0.82859,-1.542
0.0067624,-0.95406,0.30112,-0.37399
-1.6428,1.0858,0.19027,0.92538
-0.24785,-0.11038,1.8469,0.64307
0.67382,1.2914,-0.17099,0.90559
-0.57851,-0.082172,1.1417,0.71931
0.50639,-0.63001,-2.0184,-0.93734
0.18999,-1.6164,-0.71966,-0.46111
-0.015731,-0.43417,0.48338,0.62594
0.09895,-1.3288,0.059397,-0.73776
-0.84878,0.69236,1.9916,1.3514
-0.045848,0.83372,1.4958,-0.6325
0.86987,-0.30245,-1.2058,-0.82607
0.053337,-0.69699,1.4838,-0.4443
0.022438,-1.5425,2.5996,-0.051832
-0.39816,1.677,-0.066302,0.62709
-0.016711,1.9304,1.3708,-0.19154
0.12601,0.014118,1.375,-0.43773
0.23124,-1.1067,0.64886,-1.2296
-0.20219,1.2784,0.75482,-1.1762
-0.12824,-0.45396,0.55216,0.024109
1.0975,-1.298,-0.6711,-0.021015
-1.2248,1.7872,0.45248,0.82455
1.2091,-2.2415,0.30469,-0.99734
0.18307,-1.9733,0.2745,-1.0818
0.54236,-0.030862,2.1087,1.4555
-0.90253,1.0809,0.381,0.4997
-0.31999,0.33932,3.7996,2.1397
-0.1508,0.58251,-0.57548,0.27735
0.22925,0.83282,0.25649,-0.11612
-0.9058,1.6163,2.0125,1.9876
0.25578,-0.73187,3.9211,1.5096
-0.65777,1.2721,0.25474,0.48137
0.035897,0.13395,-1.169,0.66333
0.35379,-0.7496,1.221,1.3583
0.17737,-1.2548,-1.3589,-0.66631
0.58715,0.14574,-0.80932,-0.65544
0.54563,-0.75759,0.37414,0.02659
-0.35301,0.3196,2.1238,1.022
0.13941,-0.85068,2.2717,0.99313
-0.51217,-1.0494,0.75583,0.094421
-0.71685,0.72129,1.3928,1.335
0.50156,-0.4505,-0.55202,0.33193
2.7035e-05,1.1214,0.40276,0.39953
-0.029784,0.7731,2.3022,0.83355
0.49413,0.59854,-0.36359,-1.1713
0.32246,-0.95267,-0.18498,-1.2104
0.18993,-1.0243,-0.34396,-1.413
0.67805,-1.7174,1.3353,-1.1529
0.50425,0.071246,1.4904,0.039507
0.13003,2.5068,1.7093,-0.45317
-0.3744,0.97338,-0.13064,1.9532
-0.35336,-0.44657,0.64651,0.81735
0.64651,0.27668,-1.3987,-2.1607
-0.87415,-0.37141,2.9297,0.25796
-0.013266,-1.3219,0.50088,-0.13782
-1.0569,1.4979,-0.66505,-0.72109
0.55345,-1.1605,3.1793,0.04434
0.46734,-0.070084,0.8524,0.79678
0.00063023,1.315,0.39094,0.1712
-0.038417,0.40521,-1.5408,-0.36888
-1.3484,1.9244,0.5717,0.32581
0.31519,-1.7484,1.3064,-0.48166
-1.189,1.5489,-1.4562,-0.5864
-1.2578,2.9841,-0.86975,1.0804
0.043351,0.47219,-0.79662,-0.49203
-0.51439,-1.0387,1.5157,1.0635
0.22316,-0.36458,-1.359,0.40896
0.36715,-0.75483,1.6076,0.92823
0.46518,-0.0056956,2.1647,0.30957
-0.37484,0.67861,-0.48915,-0.22256
0.24371,0.18858,-0.24944,-1.0605
0.054577,-0.38293,0.8349,0.22084
0.448,-0.91096,1.7844,0.82515
0.29077,-0.7789,0.88694,-0.27678
0.48695,0.41732,0.052884,-0.2851
-0.071554,-1.6771,0.1377,0.28123
-0.079832,-0.13143,-0.20895,0.60593
0.54655,-0.17471,0.58,-1.1872
-1.1517,0.29052,2.9021,1.4846
-0.27365,0.66042,0.65442,0.54033
-0.68908,0.47239,-1.4396,-0.086342
-0.20749,-0.71523,1.0476,0.92589
0.3518,-0.12431,-0.29056,-0.53024
0.44782,-0.60116,-0.34431,-1.0023
-0.55044,0.047287,0.021679,0.47864
-0.25548,-0.4654,-0.8394,0.17832
0.074313,-0.00067001,-0.48707,-0.32213
-0.15829,-1.6028,-0.25608,0.36537
0.16369,-0.5006,-0.37815,-1.3747
0.2169,-0.67804,0.33138,-0.91455
-0.50435,-0.45829,0.76176,-1.9112
-0.095901,0.68547,-0.54562,0.39234
-1.1563,0.21788,0.41515,-0.047632
0.62117,0.019673,-0.35106,-0.57021
-0.34118,1.1796,0.31113,1.1636
-0.65289,0.36406,2.0055,0.91727
-0.13772,0.36756,0.77256,-0.008791
-0.7748,1.2043,-0.45265,-0.20194
-0.011312,-0.066886,0.85913,0.03833
-0.30407,0.74373,-0.48277,0.57637
1.1811,-2.1048,-2.2366,-2.5696
0.61743,0.5555,-3.8627,-1.2567
-1.3541,0.13389,-1.5686,0.83937
0.23935,-1.8977,0.38043,-1.3477
-0.75825,1.8881,-1.229,0.81675
-0.13832,0.04955,-0.9256,0.34169
0.089162,0.3501,-0.15781,-0.68626
0.40552,-0.65699,-0.86293,-1.6272
-0.14808,-0.83866,-0.39563,0.16712
0.85488,-3.5428,1.9013,0.1646
-0.26083,0.78979,0.88207,0.89604
0.17762,-0.40708,3.4213,1.3026
0.36051,-0.4666,0.40063,-1.0135
0.0462,0.3432,-0.10356,0.43488
0.47777,-1.7012,-0.32046,-0.98871
0.17529,-0.81935,-0.0083192,-0.62184
-0.42527,1.4057,-0.4376,-0.85944
-0.97911,1.3251,-2.3985,0.85793
1.008,-1.9869,-0.087839,-0.66211
-0.32786,-1.8041,2.049,1.1636
0.056055,-0.57812,-0.55871,0.86617
0.30542,-0.038801,0.50574,-0.86438
0.061607,0.83317,0.94823,0.81388
-0.49066,0.47152,1.5745,0.69774
-0.25366,-0.85121,1.6103,1.0887
-0.067732,0.33933,-3.2165,0.07594
0.80209,-1.7239,-0.49965,-0.15295
-0.46685,-0.53352,1.7716,-0.0071812
0.42555,-0.94433,0.70226,-0.25339
0.16738,-1.2807,0.47972,0.052522
-0.12683,-0.1542,0.74936,2.5742
-0.57323,-0.39323,2.089,1.6624
-0.1541,-0.14663,0.37386,1.8699
-0.047015,-0.3957,-0.83472,0.057137
-0.7969,0.24019,0.14244,0.60735
0.10423,-0.55248,-0.10155,0.29849
-0.44596,1.5023,0.83367,0.25458
-0.05111,0.61078,0.32311,1.1181
0.18234,-0.087402,0.67788,-0.041869
-0.49062,-0.98814,0.95576,-0.68496
-0.15633,-1.3982,0.23062,0.57508
0.18985,-1.9861,0.86119,-1.3231
-0.99564,3.2155,-0.52993,-0.56147
0.56184,0.46987,-2.4849,-0.62348
1.3149,-0.78832,-0.22091,-1.5021
0.52031,-1.3182,1.5441,-0.71839
-0.17125,-0.93817,0.37888,-0.07868
0.23246,0.33033,1.8666,0.055619
-0.56185,1.9033,0.26314,0.44777
1.0184,-2.3805,-0.14085,-0.66635
0.51017,-0.81943,-0.16101,-1.2707
0.427,-0.41289,-0.45903,-1.2897
-0.47501,-1.4914,1.3012,-1.2157
0.17352,0.65103,0.63501,-0.11322
-0.30278,-0.15094,-0.14374,0.57758
-0.1689,1.9205,-0.13062,-0.1934
-0.30913,-0.12375,2.6616,1.1856
-0.55629,0.81789,1.2592,1.1088
-0.49284,-0.6829,1.7505,1.3197
-0.11383,-0.49535,-0.82519,0.5033
-0.92135,-0.37226,0.0099621,-0.12562
0.32952,0.10936,0.077931,-0.75617
-0.063886,1.2675,-0.67014,0.079307
0.37918,-0.85185,-2.0863,-1.335
